Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
110,12999,13599,13875,15399,13666.0,267.52
114,13129,13729,13803,15529,13734.0,133.86
113,13118,13718,13802,15518,13824.0,27.5
116,13280,13880,14127,15680,13892.0,249.1
115,13252,13852,14055,15652,13960.0,133.0
109,12995,13595,13799,15395,14028.0,261.06
117,13392,13992,14060,15792,14096.0,64.08
111,13010,13610,14091,15410,14186.0,97.85
112,13066,13666,14254,15466,14254.0,0.0
108,12901,13501,13920,15301,14322.0,635.16
119,13600,14200,14416,16000,14412.0,5.72
118,13520,14120,14495,15920,14547.0,85.28
123,14050,14650,14840,16450,14707.0,212.8
120,13612,14212,14803,16012,14842.0,53.43
125,14100,14700,14861,16500,14910.0,86.24
124,14062,14662,14933,16462,15000.0,119.26
121,13963,14563,15113,16363,15113.0,0.0
131,14535,15135,15263,16935,15253.0,11.8
129,14447,15047,15321,16847,15321.0,0.0
130,14466,15066,15522,16866,15440.0,104.96
127,14328,14928,15508,16728,15508.0,0.0
126,14324,14924,15022,16724,15576.0,858.7
128,14440,15040,15411,16840,15644.0,274.94
122,14014,14614,15023,16414,15757.0,954.2
133,15164,15764,15965,17564,15914.0,63.24
132,14975,15575,16004,17375,16004.0,0.0
135,15368,15968,16094,17768,16094.0,0.0
134,15169,15769,16245,17569,16245.0,0.0
137,15510,16110,16534,17910,16444.0,160.2
136,15452,16052,16563,17852,16512.0,54.06
138,15832,16432,16580,18232,16580.0,0.0
140,15991,16591,16772,18391,16772.0,0.0
139,15979,16579,16889,18379,16889.0,0.0
141,16023,16623,16959,18423,17002.0,57.62
142,16251,16851,17000,18651,17070.0,91.7
144,16393,16993,17086,18793,17160.0,79.92
143,16328,16928,17309,18728,17297.0,18.96
147,16636,17236,17374,19036,17387.0,14.69
150,16853,17453,17868,19253,17455.0,421.26
146,16626,17226,17584,19026,17545.0,51.48
149,16772,17372,17566,19172,17613.0,82.72
151,16883,17483,17681,19283,17681.0,0.0
148,16655,17255,17784,19055,17784.0,0.0
152,17227,17827,17920,19627,17875.0,58.95
145,16582,17182,17685,18982,17988.0,402.99
153,17464,18064,18204,19864,18204.0,0.0
154,17785,18385,18774,20185,18774.0,0.0
157,18362,18962,19480,20762,19160.0,332.8
156,18215,18815,19392,20615,19228.0,218.12
158,18439,19039,19318,20839,19318.0,0.0
155,18185,18785,19235,20585,19386.0,247.64
160,18633,19233,19488,21033,19476.0,15.96
163,18824,19424,19535,21224,19566.0,46.5
159,18492,19092,19478,20892,19679.0,287.43
161,18672,19272,19718,21072,19747.0,53.36
162,18776,19376,19776,21176,19815.0,49.92
164,18908,19508,20095,21308,20095.0,0.0
165,19195,19795,20184,21595,20230.0,66.24
167,19543,20143,20426,21943,20426.0,0.0
166,19461,20061,20507,21861,20507.0,0.0
168,20047,20647,20855,22447,20855.0,0.0
169,20503,21103,21208,22903,21208.0,0.0
170,20582,21182,21654,22982,21654.0,0.0
171,20815,21415,21753,23215,21753.0,0.0
173,20978,21578,21851,23378,21851.0,0.0
172,20891,21491,22077,23291,22077.0,0.0
174,21141,21741,22229,23541,22229.0,0.0
175,21518,22118,22517,23918,22517.0,0.0
177,21615,22215,22626,24015,22607.0,29.83
176,21545,22145,22666,23945,22720.0,89.64
178,21765,22365,22948,24165,22948.0,0.0
179,21985,22585,23044,24385,23038.0,8.4
180,22181,22781,23212,24581,23106.0,142.04
181,22321,22921,23241,24721,23241.0,0.0
183,22572,23172,23307,24972,23309.0,2.76
182,22328,22928,23399,24728,23422.0,27.6
184,22724,23324,23511,25124,23511.0,0.0
189,23080,23680,24014,25480,23692.0,360.64
185,22788,23388,23899,25188,23760.0,184.87
187,22861,23461,23828,25261,23828.0,0.0
190,23099,23699,23969,25499,23896.0,124.1
188,23020,23620,23942,25420,23964.0,22.22
186,22812,23412,24007,25212,24032.0,38.5
191,23264,23864,24087,25664,24122.0,43.75
192,23284,23884,24001,25684,24212.0,232.1
193,23446,24046,24269,25846,24302.0,49.5
194,23577,24177,24582,25977,24582.0,0.0
195,23613,24213,24594,26013,24695.0,103.02
196,23647,24247,24812,26047,24812.0,0.0
198,24053,24653,24969,26453,24969.0,0.0
197,24043,24643,25065,26443,25059.0,9.84
199,24146,24746,25107,26546,25127.0,30.6
201,24428,25028,25242,26828,25240.0,2.34
200,24307,24907,25156,26707,25308.0,199.12
202,24650,25250,25384,27050,25384.0,0.0
203,24652,25252,25438,27052,25474.0,49.68
204,24894,25494,25803,27294,25803.0,0.0
205,25176,25776,25866,27576,25871.0,5.9
207,25295,25895,25991,27695,25991.0,0.0
206,25217,25817,26210,27617,26091.0,139.23
210,25480,26080,26183,27880,26159.0,30.24
209,25362,25962,26329,27762,26249.0,99.2
214,25619,26219,26300,28019,26362.0,104.16
211,25482,26082,26426,27882,26430.0,6.12
212,25499,26099,26498,27899,26543.0,79.65
217,25890,26490,26894,28290,26637.0,385.5
216,25826,26426,26713,28226,26705.0,11.44
215,25786,26386,26769,28186,26773.0,6.92
213,25518,26118,26486,27918,26841.0,422.45
218,26108,26708,26909,28508,26909.0,0.0
208,25340,25940,26460,27740,26999.0,619.85
219,26178,26778,27174,28578,27174.0,0.0
220,26254,26854,27208,28654,27287.0,140.62
221,26353,26953,27236,28753,27355.0,221.34
222,26456,27056,27501,28856,27446.0,96.8
227,26893,27493,27622,29293,27536.0,169.42
225,26743,27343,27692,29143,27626.0,129.36
223,26657,27257,27621,29057,27739.0,141.6
224,26663,27263,27669,29063,27807.0,164.22
228,26923,27523,27967,29323,27875.0,143.52
229,26966,27566,28081,29366,27943.0,264.96
231,27164,27764,28049,29564,28011.0,70.3
230,27148,27748,28148,29548,28101.0,60.63
232,27191,27791,28152,29591,28169.0,21.25
233,27232,27832,28174,29632,28237.0,66.15
235,27522,28122,28305,29922,28305.0,0.0
234,27316,27916,28313,29716,28395.0,107.42
238,27680,28280,28780,30080,28485.0,300.9
237,27668,28268,28597,30068,28575.0,28.6
239,27711,28311,28668,30111,28688.0,26.0
242,27986,28586,28657,30386,28756.0,127.71
240,27839,28439,28634,30239,28824.0,340.1
236,27618,28218,28779,30018,28892.0,222.61
241,27883,28483,28974,30283,29005.0,39.06
245,28409,29009,29078,30809,29078.0,0.0
226,26806,27406,27684,29206,29146.0,1681.3
246,28451,29051,29242,30851,29242.0,0.0
244,28367,28967,29363,30767,29363.0,0.0
243,28317,28917,29442,30717,29431.0,12.1
247,28561,29161,29542,30961,29544.0,2.6
248,28721,29321,29860,31121,29781.0,95.59
249,29018,29618,29930,31418,29894.0,70.56
254,29286,29886,30125,31686,29962.0,167.89
250,29140,29740,30059,31540,30075.0,30.4
257,29445,30045,30201,31845,30143.0,68.44
252,29197,29797,30350,31597,30233.0,146.25
253,29258,29858,30301,31658,30301.0,0.0
251,29158,29758,30331,31558,30391.0,84.6
256,29351,29951,30496,31751,30496.0,0.0
255,29334,29934,30417,31734,30609.0,209.28
260,29908,30508,30608,32308,30677.0,100.74
258,29823,30423,30721,32223,30790.0,95.22
259,29865,30465,30862,32265,30862.0,0.0
264,30350,30950,31151,32750,31077.0,74.74
265,30371,30971,31191,32771,31145.0,64.4
261,30228,30828,31213,32628,31213.0,0.0
263,30247,30847,31212,32647,31281.0,96.6
266,30575,31175,31342,32975,31394.0,89.44
262,30246,30846,31385,32646,31462.0,83.16
268,30739,31339,31604,33139,31556.0,64.8
267,30615,31215,31624,33015,31624.0,0.0
269,30760,31360,31595,33160,31737.0,244.24
271,31023,31623,31796,33423,31805.0,17.01
272,31142,31742,32000,33542,32000.0,0.0
270,30773,31373,31770,33173,32068.0,452.96
273,31218,31818,32267,33618,32225.0,80.22
278,31649,32249,32375,34049,32315.0,116.4
274,31257,31857,32389,33657,32383.0,8.34
276,31377,31977,32451,33777,32451.0,0.0
275,31366,31966,32463,33766,32541.0,127.14
277,31560,32160,32568,33960,32654.0,114.38
283,32055,32655,32732,34455,32722.0,13.8
279,31837,32437,32541,34237,32790.0,336.15
284,32116,32716,32845,34516,32880.0,56.0
285,32252,32852,33315,34652,32989.0,502.04
280,31876,32476,33007,34276,33102.0,146.3
290,32498,33098,33192,34898,33192.0,0.0
289,32468,33068,33303,34868,33260.0,66.65
287,32369,32969,33080,34769,33328.0,376.96
292,32537,33137,33382,34937,33396.0,22.54
295,32651,33251,33662,35051,33509.0,275.4
291,32534,33134,33574,34934,33577.0,3.15
298,32818,33418,33599,35218,33645.0,69.46
288,32371,32971,33468,34771,33713.0,347.9
296,32690,33290,33579,35090,33826.0,276.64
297,32717,33317,33880,35117,33894.0,20.72
282,31997,32597,33000,34397,33984.0,1446.48
281,31995,32595,32757,34395,34074.0,1712.1
286,32364,32964,33483,34764,34187.0,1105.28
293,32567,33167,33429,34967,34255.0,916.86
294,32614,33214,33714,35014,34323.0,657.72
303,33622,34222,34416,36022,34413.0,5.49
299,32953,33553,34015,35353,34526.0,567.21
302,33491,34091,34524,35891,34594.0,116.9
301,33359,33959,34513,35759,34662.0,236.91
300,33314,33914,34442,35714,34730.0,308.16
304,34045,34645,35074,36445,34990.0,133.56
305,34082,34682,35080,36482,35080.0,0.0
306,34200,34800,35176,36600,35215.0,58.11
309,34639,35239,35310,37039,35310.0,0.0
308,34585,35185,35487,36985,35467.0,31.6
307,34554,35154,35557,36954,35557.0,0.0
311,34971,35571,35729,37371,35729.0,0.0
312,34976,35576,35807,37376,35797.0,17.6
310,34723,35323,35862,37123,35865.0,5.31
313,35435,36035,36350,37835,36350.0,0.0
319,35866,36466,36540,38266,36494.0,59.8
320,35894,36494,36622,38294,36607.0,20.25
315,35695,36295,36692,38095,36675.0,18.19
314,35676,36276,36724,38076,36743.0,30.97
321,36029,36629,36834,38429,36833.0,1.88
316,35712,36312,36860,38112,36946.0,113.52
317,35800,36400,36866,38200,37036.0,287.3
318,35826,36426,36815,38226,37104.0,381.48
322,36038,36638,36767,38438,37194.0,435.54
325,36603,37203,37381,39003,37330.0,57.63
324,36538,37138,37443,38938,37443.0,0.0
323,36456,37056,37645,38856,37645.0,0.0
326,36960,37560,37995,39360,37751.0,463.6
327,37095,37695,37819,39495,37819.0,0.0
329,37195,37795,37870,39595,37909.0,55.38
330,37278,37878,37973,39678,37977.0,5.64
328,37100,37700,37997,39500,38045.0,57.6
331,37286,37886,38143,39686,38143.0,0.0
335,37628,38228,38313,40028,38275.0,51.3
333,37499,38099,38344,39899,38343.0,1.07
334,37589,38189,38394,39989,38411.0,27.37
336,37679,38279,38458,40079,38501.0,43.0
332,37421,38021,38488,39821,38614.0,189.0
340,38004,38604,38703,40404,38703.0,0.0
339,37974,38574,38838,40374,38776.0,91.76
337,37830,38430,38762,40230,38889.0,138.43
343,38159,38759,38917,40559,38957.0,46.0
342,38125,38725,39097,40525,39025.0,87.84
338,37879,38479,38952,40279,39093.0,197.4
341,38069,38669,38966,40469,39161.0,265.2
344,38289,38889,39349,40689,39349.0,0.0
346,38693,39293,39499,41093,39466.0,60.72
345,38610,39210,39556,41010,39556.0,0.0
347,38830,39430,39947,41230,39947.0,0.0
350,39358,39958,40059,41758,40054.0,9.6
348,38933,39533,40113,41333,40144.0,53.94
349,39354,39954,40463,41754,40399.0,65.28
351,39507,40107,40467,41907,40467.0,0.0
352,39519,40119,40554,41919,40554.0,0.0
356,39900,40500,40680,42300,40680.0,0.0
353,39605,40205,40800,42005,40748.0,94.64
354,39745,40345,40826,42145,40861.0,68.25
355,39794,40394,40930,42194,40930.0,0.0
357,40028,40628,41082,42428,40998.0,110.04
358,40142,40742,41118,42542,41111.0,10.43
362,40328,40928,41168,42728,41179.0,13.09
361,40324,40924,41311,42724,41257.0,60.48
360,40255,40855,41347,42655,41347.0,0.0
359,40233,40833,41336,42633,41415.0,102.7
363,40531,41131,41720,42931,41556.0,167.28
365,40832,41432,41646,43232,41646.0,0.0
367,40967,41567,41715,43367,41714.0,1.54
366,40913,41513,41645,43313,41782.0,169.88
364,40563,41163,41753,42963,41850.0,178.48
368,41182,41782,42086,43582,42058.0,48.16
369,41294,41894,42110,43694,42126.0,21.6
371,41384,41984,42349,43784,42194.0,184.45
370,41300,41900,42194,43700,42284.0,140.4
373,41433,42033,42397,43833,42397.0,0.0
376,41769,42369,42605,44169,42465.0,224.0
375,41603,42203,42573,44003,42533.0,76.8
377,41874,42474,42751,44274,42601.0,153.0
380,41929,42529,43072,44329,42691.0,453.39
383,42146,42746,42869,44546,42804.0,73.45
379,41922,42522,42857,44322,42894.0,57.72
382,42013,42613,42900,44413,42962.0,96.72
378,41904,42504,42956,44304,43030.0,140.6
374,41447,42047,42497,43847,43098.0,775.29
386,42229,42829,43131,44629,43211.0,136.0
388,42335,42935,43030,44735,43279.0,450.69
384,42182,42782,43031,44582,43347.0,451.88
381,41994,42594,42737,44394,43415.0,962.76
385,42185,42785,43357,44585,43483.0,178.92
390,42576,43176,43426,44976,43551.0,238.75
387,42316,42916,43437,44716,43664.0,299.64
372,41386,41986,42089,43786,43732.0,1988.03
389,42465,43065,43632,44865,43800.0,265.44
392,43084,43684,43854,45484,43913.0,100.89
394,43263,43863,43926,45663,43981.0,77.55
391,42976,43576,43814,45376,44049.0,267.9
395,43435,44035,44135,45835,44124.0,13.75
397,43517,44117,44382,45917,44214.0,314.16
398,43640,44240,44447,46040,44327.0,210.0
393,43262,43862,44395,45662,44395.0,0.0
396,43497,44097,44463,45897,44463.0,0.0
399,43764,44364,44519,46164,44531.0,17.76
400,43916,44516,44638,46316,44644.0,7.62
401,44137,44737,45181,46537,45181.0,0.0
403,44626,45226,45653,47026,45293.0,709.2
402,44389,44989,45407,46789,45406.0,1.79
406,44764,45364,45434,47164,45474.0,60.8
408,44813,45413,45613,47213,45564.0,66.64
404,44631,45231,45619,47031,45632.0,14.56
405,44736,45336,45762,47136,45700.0,88.04
409,44824,45424,45865,47224,45790.0,121.5
412,45010,45610,45989,47410,45858.0,203.05
407,44794,45394,45926,47194,45926.0,0.0
411,45007,45607,45758,47407,46016.0,314.76
413,45185,45785,45849,47585,46084.0,366.6
410,44853,45453,45638,47253,46152.0,611.66
416,45596,46196,46380,47996,46220.0,169.6
415,45477,46077,46441,47877,46333.0,203.04
419,45663,46263,46387,48063,46401.0,14.98
418,45657,46257,46353,48057,46491.0,189.06
423,45886,46486,46621,48286,46581.0,70.8
422,45834,46434,46701,48234,46716.0,27.45
421,45771,46371,46756,48171,46784.0,47.32
417,45647,46247,46592,48047,46852.0,325.0
424,46204,46804,46958,48604,46965.0,12.32
414,45431,46031,46561,47831,47033.0,651.36
427,46327,46927,47052,48727,47124.0,90.0
426,46303,46903,47140,48703,47192.0,57.72
428,46583,47183,47343,48983,47343.0,0.0
420,45738,46338,46719,48138,47411.0,705.84
431,46850,47450,47516,49250,47516.0,0.0
430,46787,47387,47848,49187,47679.0,187.59
432,46957,47557,47824,49357,47793.0,43.09
435,47211,47811,48022,49611,47861.0,218.96
436,47260,47860,48154,49660,47929.0,247.5
433,47032,47632,48199,49432,48019.0,243.0
438,47354,47954,48079,49754,48109.0,56.7
439,47375,47975,48293,49775,48199.0,107.16
440,47412,48012,48312,49812,48312.0,0.0
442,47564,48164,48227,49964,48380.0,208.08
441,47487,48087,48421,49887,48448.0,42.39
429,46724,47324,47640,49124,48516.0,1033.68
425,46251,46851,46919,48651,48584.0,1914.75
437,47323,47923,48461,49723,48697.0,264.32
434,47210,47810,48283,49610,48765.0,496.46
445,48267,48867,48943,50667,48943.0,0.0
443,47983,48583,49073,50383,49073.0,0.0
444,48224,48824,49289,50624,49289.0,0.0
446,48544,49144,49416,50944,49416.0,0.0
448,48651,49251,49417,51051,49506.0,124.6
447,48591,49191,49332,50991,49574.0,263.78
450,49035,49635,49709,51435,49709.0,0.0
449,48855,49455,49891,51255,49891.0,0.0
452,49433,50033,50325,51833,50325.0,0.0
451,49393,49993,50439,51793,50393.0,52.9
453,49487,50087,50442,51887,50461.0,31.35
456,49849,50449,50603,52249,50587.0,29.6
457,49993,50593,50791,52393,50655.0,204.0
454,49759,50359,50724,52159,50723.0,1.4
458,50006,50606,50790,52406,50791.0,1.63
455,49760,50360,50911,52160,50926.0,27.45
459,50263,50863,51112,52663,51112.0,0.0
460,50360,50960,51523,52760,51274.0,286.35
462,50496,51096,51384,52896,51364.0,36.2
463,50555,51155,51469,52955,51432.0,66.23
461,50464,51064,51507,52864,51500.0,9.03
466,50883,51483,51569,53283,51568.0,1.31
467,50963,51563,51644,53363,51681.0,51.43
464,50623,51223,51750,53023,51749.0,1.64
465,50807,51407,51777,53207,51839.0,72.54
468,51086,51686,51873,53486,51929.0,69.44
470,51307,51907,52011,53707,52019.0,11.52
469,51249,51849,52109,53649,52109.0,0.0
475,51804,52404,52672,54204,52497.0,283.5
472,51675,52275,52602,54075,52565.0,61.05
474,51788,52388,52687,54188,52655.0,48.32
477,52065,52665,52768,54465,52768.0,0.0
473,51749,52349,52734,54149,52836.0,176.46
476,51994,52594,52661,54394,52904.0,388.8
471,51598,52198,52694,53998,52972.0,358.62
483,52538,53138,53221,54938,53221.0,0.0
478,52210,52810,53287,54610,53289.0,2.02
480,52362,52962,53362,54762,53357.0,8.05
479,52280,52880,53385,54680,53447.0,90.52
482,52525,53125,53357,54925,53515.0,158.0
481,52469,53069,53634,54869,53634.0,0.0
485,52980,53580,53697,55380,53702.0,6.15
487,53025,53625,53768,55425,53770.0,2.6
488,53055,53655,54159,55455,53898.0,373.23
486,52998,53598,54112,55398,53966.0,162.06
484,52969,53569,53958,55369,54056.0,175.42
492,53246,53846,54167,55646,54169.0,2.06
494,53321,53921,54169,55721,54237.0,97.24
491,53235,53835,54403,55635,54305.0,120.54
493,53282,53882,54373,55682,54440.0,126.63
498,53701,54301,54416,56101,54508.0,92.0
489,53136,53736,54131,55536,54576.0,556.25
495,53586,54186,54699,55986,54711.0,23.52
497,53636,54236,54734,56036,54779.0,87.75
499,53983,54583,54788,56383,54847.0,115.05
496,53604,54204,54769,56004,54937.0,203.28
490,53192,53792,54332,55592,55005.0,814.33
