Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
195,21913,22513,22662,24313,22656.0,9.54
192,21657,22257,22724,24057,22724.0,0.0
190,21549,22149,22738,23949,22814.0,129.96
194,21714,22314,22797,24114,22882.0,127.5
197,22244,22844,23148,24644,23110.0,53.2
196,22212,22812,23178,24612,23178.0,0.0
198,22580,23180,23404,24980,23404.0,0.0
199,22628,23228,23473,25028,23473.0,0.0
203,23031,23631,23945,25431,23945.0,0.0
200,22930,23530,24105,25330,24084.0,39.06
202,23024,23624,24152,25424,24152.0,0.0
201,23017,23617,24162,25417,24220.0,62.06
205,23524,24124,24269,25924,24310.0,69.29
206,23595,24195,24404,25995,24404.0,0.0
204,23415,24015,24437,25815,24494.0,94.62
208,23724,24324,24625,26124,24580.0,55.8
209,23793,24393,24670,26193,24670.0,0.0
207,23623,24223,24626,26023,24760.0,147.4
210,24200,24800,25164,26600,25164.0,0.0
212,24320,24920,25309,26720,25254.0,69.85
211,24228,24828,25389,26628,25389.0,0.0
213,24479,25079,25503,26879,25487.0,19.36
214,24696,25296,25600,27096,25600.0,0.0
216,25006,25606,25846,27406,25846.0,0.0
215,24949,25549,26009,27349,26009.0,0.0
217,25195,25795,26205,27595,26181.0,32.4
218,25306,25906,26249,27706,26249.0,0.0
219,25308,25908,26307,27708,26362.0,65.45
220,25682,26282,26637,28082,26528.0,132.98
221,25842,26442,26869,28242,26641.0,362.52
224,26106,26706,26776,28506,26709.0,82.41
222,26061,26661,27241,28461,26822.0,708.11
225,26280,26880,26971,28680,26890.0,143.37
228,26345,26945,27236,28745,27003.0,396.1
223,26070,26670,27082,28470,27093.0,12.43
229,26535,27135,27364,28935,27161.0,267.96
227,26330,26930,27273,28730,27229.0,84.92
232,26686,27286,27371,29086,27297.0,77.7
235,26775,27375,27456,29175,27387.0,83.49
226,26326,26926,27524,28726,27500.0,46.32
237,26861,27461,27583,29261,27568.0,26.7
236,26796,27396,27723,29196,27636.0,92.22
234,26708,27308,27699,29108,27704.0,9.65
230,26563,27163,27761,28963,27794.0,57.75
233,26697,27297,27804,29097,27907.0,158.62
231,26580,27180,27655,28980,27975.0,396.8
238,26906,27506,27796,29306,28065.0,293.21
239,27070,27670,28196,29470,28196.0,0.0
240,27347,27947,28221,29747,28286.0,116.35
242,27741,28341,28759,30141,28506.0,270.71
243,27837,28437,28686,30237,28574.0,170.24
246,27998,28598,28687,30398,28687.0,0.0
241,27604,28204,28794,30004,28767.0,37.53
244,27926,28526,28835,30326,28835.0,0.0
248,28125,28725,28870,30525,28903.0,37.29
245,27995,28595,28961,30395,28971.0,12.2
247,28090,28690,29148,30490,29148.0,0.0
249,28229,28829,29338,30629,29338.0,0.0
