Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
125,15192,15792,16329,17592,16343.0,22.26
129,15685,16285,16398,18085,16411.0,17.94
133,15788,16388,16529,18188,16524.0,9.9
131,15778,16378,16520,18178,16592.0,136.8
126,15417,16017,16374,17817,16660.0,303.16
128,15664,16264,16438,18064,16728.0,420.5
132,15786,16386,16822,18186,16822.0,0.0
130,15732,16332,16670,18132,16935.0,302.1
134,15880,16480,17018,18280,17018.0,0.0
135,16104,16704,17161,18504,17161.0,0.0
136,16234,16834,17217,18634,17274.0,57.0
138,16317,16917,17514,18717,17359.0,165.85
139,16335,16935,17427,18735,17427.0,0.0
137,16302,16902,17469,18702,17517.0,64.8
141,16585,17185,17698,18985,17585.0,124.3
142,16656,17256,17699,19056,17653.0,52.44
140,16534,17134,17700,18934,17721.0,41.79
144,16851,17451,17705,19251,17811.0,172.78
145,16855,17455,17718,19255,17901.0,258.03
143,16821,17421,17975,19221,18014.0,56.94
149,17376,17976,18470,19776,18149.0,343.47
150,17495,18095,18320,19895,18262.0,76.56
152,17668,18268,18352,20068,18352.0,0.0
146,17309,17909,18418,19709,18420.0,4.0
148,17349,17949,18481,19749,18488.0,12.11
147,17315,17915,18498,19715,18578.0,110.4
151,17586,18186,18584,19986,18646.0,69.44
153,17742,18342,18746,20142,18746.0,0.0
156,18189,18789,18912,20589,18849.0,114.66
154,18103,18703,18939,20503,18939.0,0.0
158,18399,18999,19117,20799,19111.0,10.62
155,18187,18787,19179,20587,19179.0,0.0
157,18349,18949,19197,20749,19269.0,121.68
159,18571,19171,19607,20971,19607.0,0.0
163,19092,19692,19756,21492,19692.0,71.68
161,18737,19337,19762,21137,19782.0,26.4
160,18729,19329,19905,21129,19905.0,0.0
162,19082,19682,20037,21482,20037.0,0.0
165,19533,20133,20341,21933,20341.0,0.0
164,19479,20079,20595,21879,20595.0,0.0
168,20102,20702,20955,22502,20891.0,106.88
169,20130,20730,21051,22530,21004.0,61.1
166,19999,20599,21072,22399,21072.0,0.0
170,20228,20828,21120,22628,21162.0,67.2
172,20478,21078,21246,22878,21230.0,20.64
167,20068,20668,21229,22468,21298.0,123.51
171,20249,20849,21278,22649,21366.0,154.88
174,20766,21366,21615,23166,21615.0,0.0
173,20731,21331,21823,23131,21823.0,0.0
175,20923,21523,21946,23323,21946.0,0.0
176,21027,21627,22225,23427,22225.0,0.0
177,21263,21863,22449,23663,22415.0,48.96
178,21598,22198,22572,23998,22528.0,71.72
181,21894,22494,22597,24294,22596.0,1.64
183,21914,22514,22615,24314,22686.0,80.23
180,21864,22464,22809,24264,22799.0,15.2
179,21727,22327,22800,24127,22867.0,103.85
187,22194,22794,22974,24594,22980.0,11.82
186,22125,22725,23038,24525,23048.0,15.2
182,21898,22498,23046,24298,23161.0,182.85
184,21916,22516,22932,24316,23229.0,359.37
188,22230,22830,23219,24630,23297.0,132.6
190,22557,23157,23370,24957,23366.0,4.84
185,22106,22706,23123,24506,23456.0,376.29
191,22606,23206,23483,25006,23524.0,61.91
192,22864,23464,23784,25264,23600.0,196.88
189,22472,23072,23668,24872,23668.0,0.0
193,22927,23527,23764,25327,23736.0,39.48
194,23015,23615,23861,25415,23849.0,17.76
197,23120,23720,23934,25520,23939.0,9.6
196,23114,23714,23950,25514,24007.0,62.7
195,23045,23645,23836,25445,24075.0,241.39
198,23193,23793,24167,25593,24167.0,0.0
199,23399,23999,24265,25799,24265.0,0.0
