Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
52,6180,6780,7041,8580,7048,11.62
53,6293,6893,7157,8693,7116,59.86
54,6356,6956,7206,8756,7206,0.0
56,6537,7137,7269,8937,7274,9.7
58,6569,7169,7348,8969,7348,0.0
57,6556,7156,7446,8956,7416,43.2
61,6719,7319,7452,9119,7484,61.12
55,6522,7122,7614,8922,7619,7.45
60,6618,7218,7607,9018,7687,123.2
59,6576,7176,7290,8976,7777,652.58
62,6825,7425,7844,9225,7867,35.19
63,6934,7534,7706,9334,7980,353.46
66,7423,8023,8155,9823,8112,58.05
64,7301,7901,8243,9701,8225,32.58
67,7536,8136,8202,9936,8315,123.17
65,7357,7957,8351,9757,8383,40.32
68,7608,8208,8766,10008,8488,361.4
69,7705,8305,8651,10105,8601,65.5
71,7713,8313,8645,10113,8691,64.4
72,7975,8575,8881,10375,8759,122.0
70,7708,8308,8849,10108,8849,0.0
74,8053,8653,8989,10453,8954,47.6
73,7977,8577,9022,10377,9022,0.0
75,8178,8778,9144,10578,9144,0.0
79,8748,9348,9799,11148,9450,387.39
76,8330,8930,9430,10730,9518,92.4
77,8556,9156,9638,10956,9631,7.63
81,8833,9433,9699,11233,9699,0.0
82,8997,9597,9790,11397,9775,18.9
78,8675,9275,9865,11075,9865,0.0
80,8832,9432,9894,11232,9933,47.97
85,9281,9881,10126,11681,10081,58.95
84,9191,9791,10149,11591,10149,0.0
83,9115,9715,10314,11515,10314,0.0
86,9658,10258,10360,12058,10382,25.3
87,9764,10364,10791,12164,10791,0.0
88,10031,10631,10949,12431,10949,0.0
92,10612,11212,11334,13012,11334,0.0
89,10279,10879,11427,12679,11427,0.0
93,10693,11293,11547,13093,11547,0.0
95,10834,11434,11616,13234,11615,1.45
91,10564,11164,11644,12964,11683,57.33
94,10755,11355,11626,13155,11751,141.25
90,10524,11124,11692,12924,11819,208.28
96,11151,11751,12032,13551,12032,0.0
97,11678,12278,12419,14078,12419,0.0
98,11694,12294,12713,14094,12682,33.79
99,11733,12333,12750,14133,12750,0.0
101,12004,12604,13053,14404,12818,239.7
102,12168,12768,13128,14568,12908,330.0
103,12211,12811,13062,14611,13021,76.67
100,11996,12596,13069,14396,13089,34.6
104,12375,12975,13147,14775,13179,40.32
105,12523,13123,13244,14923,13292,55.2
106,12562,13162,13675,14962,13360,412.65
107,12722,13322,13493,15122,13473,20.6
108,12901,13501,13920,15301,13541,720.1
110,12999,13599,13875,15399,13654,282.88
113,13118,13718,13802,15518,13744,83.52
114,13129,13729,13803,15529,13812,16.65
109,12995,13595,13799,15395,13880,92.34
115,13252,13852,14055,15652,13992,88.2
117,13392,13992,14060,15792,14060,0.0
116,13280,13880,14127,15680,14128,1.34
111,13010,13610,14091,15410,14218,130.81
112,13066,13666,14254,15466,14286,41.6
119,13600,14200,14416,16000,14360,80.08
118,13520,14120,14495,15920,14495,0.0
120,13612,14212,14803,16012,14685,155.76
125,14100,14700,14861,16500,14753,116.64
123,14050,14650,14840,16450,14843,5.31
124,14062,14662,14933,16462,14933,0.0
126,14324,14924,15022,16724,15046,37.2
129,14447,15047,15321,16847,15150,266.76
131,14535,15135,15263,16935,15263,0.0
121,13963,14563,15113,16363,15331,388.04
122,14014,14614,15023,16414,15421,517.4
127,14328,14928,15508,16728,15508,0.0
130,14466,15066,15522,16866,15576,99.36
128,14440,15040,15411,16840,15644,274.94
133,15164,15764,15965,17564,15914,63.24
132,14975,15575,16004,17375,16004,0.0
135,15368,15968,16094,17768,16094,0.0
134,15169,15769,16245,17569,16245,0.0
137,15510,16110,16534,17910,16457,137.06
136,15452,16052,16563,17852,16525,40.28
138,15832,16432,16580,18232,16593,20.8
140,15991,16591,16772,18391,16772,0.0
139,15979,16579,16889,18379,16862,49.95
141,16023,16623,16959,18423,16975,21.44
142,16251,16851,17000,18651,17043,56.33
144,16393,16993,17086,18793,17133,50.76
143,16328,16928,17309,18728,17290,30.02
147,16636,17236,17374,19036,17380,6.78
145,16582,17182,17685,18982,17448,343.65
149,16772,17372,17566,19172,17538,34.44
146,16626,17226,17584,19026,17606,32.56
151,16883,17483,17681,19283,17681,0.0
148,16655,17255,17784,19055,17755,47.56
150,16853,17453,17868,19253,17868,0.0
152,17227,17827,17920,19627,17936,19.52
153,17464,18064,18204,19864,18204,0.0
154,17785,18385,18774,20185,18774,0.0
155,18185,18785,19235,20585,19189,89.24
158,18439,19039,19318,20839,19324,9.9
156,18215,18815,19392,20615,19392,0.0
157,18362,18962,19480,20762,19463,17.68
163,18824,19424,19535,21224,19531,6.8
160,18633,19233,19488,21033,19621,259.35
159,18492,19092,19478,20892,19734,366.08
161,18672,19272,19718,21072,19802,154.56
162,18776,19376,19776,21176,19870,120.32
164,18908,19508,20095,21308,20095,0.0
165,19195,19795,20184,21595,20230,66.24
167,19543,20143,20426,21943,20426,0.0
166,19461,20061,20507,21861,20507,0.0
168,20047,20647,20855,22447,20855,0.0
169,20503,21103,21208,22903,21208,0.0
170,20582,21182,21654,22982,21654,0.0
171,20815,21415,21753,23215,21753,0.0
173,20978,21578,21851,23378,21851,0.0
172,20891,21491,22077,23291,22077,0.0
174,21141,21741,22229,23541,22229,0.0
175,21518,22118,22517,23918,22517,0.0
177,21615,22215,22626,24015,22607,29.83
176,21545,22145,22666,23945,22720,89.64
178,21765,22365,22948,24165,22948,0.0
179,21985,22585,23044,24385,23044,0.0
180,22181,22781,23212,24581,23112,134.0
181,22321,22921,23241,24721,23247,9.0
183,22572,23172,23307,24972,23315,11.04
182,22328,22928,23399,24728,23428,34.8
184,22724,23324,23511,25124,23511,0.0
189,23080,23680,24014,25480,23692,360.64
185,22788,23388,23899,25188,23760,184.87
187,22861,23461,23828,25261,23828,0.0
190,23099,23699,23969,25499,23896,124.1
188,23020,23620,23942,25420,23964,22.22
186,22812,23412,24007,25212,24032,38.5
192,23284,23884,24001,25684,24122,133.1
191,23264,23864,24087,25664,24212,156.25
193,23446,24046,24269,25846,24302,49.5
195,23613,24213,24594,26013,24594,0.0
194,23577,24177,24582,25977,24662,90.4
196,23647,24247,24812,26047,24812,0.0
198,24053,24653,24969,26453,24969,0.0
197,24043,24643,25065,26443,25059,9.84
199,24146,24746,25107,26546,25127,30.6
201,24428,25028,25242,26828,25240,2.34
200,24307,24907,25156,26707,25308,199.12
202,24650,25250,25384,27050,25384,0.0
203,24652,25252,25438,27052,25474,49.68
204,24894,25494,25803,27294,25803,0.0
205,25176,25776,25866,27576,25871,5.9
207,25295,25895,25991,27695,25991,0.0
210,25480,26080,26183,27880,26080,129.78
206,25217,25817,26210,27617,26193,19.89
214,25619,26219,26300,28019,26261,55.77
209,25362,25962,26329,27762,26329,0.0
211,25482,26082,26426,27882,26419,11.13
208,25340,25940,26460,27740,26509,56.35
213,25518,26118,26486,27918,26622,161.84
212,25499,26099,26498,27899,26690,339.84
216,25826,26426,26713,28226,26758,69.75
215,25786,26386,26769,28186,26826,98.61
217,25890,26490,26894,28290,26916,43.12
218,26108,26708,26909,28508,26984,134.25
220,26254,26854,27208,28654,27168,46.0
221,26353,26953,27236,28753,27236,0.0
219,26178,26778,27174,28578,27326,155.04
222,26456,27056,27501,28856,27439,109.12
223,26657,27257,27621,29057,27552,133.17
226,26806,27406,27684,29206,27620,117.76
224,26663,27263,27669,29063,27688,22.61
225,26743,27343,27692,29143,27756,92.8
227,26893,27493,27622,29293,27846,396.48
228,26923,27523,27967,29323,27967,0.0
233,27232,27832,28174,29632,28057,163.8
232,27191,27791,28152,29591,28125,51.3
229,26966,27566,28081,29366,28193,114.24
234,27316,27916,28313,29716,28261,75.92
235,27522,28122,28305,29922,28351,91.54
230,27148,27748,28148,29548,28464,388.68
240,27839,28439,28634,30239,28532,155.04
237,27668,28268,28597,30068,28600,4.74
238,27680,28280,28780,30080,28690,91.8
236,27618,28218,28779,30018,28780,1.97
239,27711,28311,28668,30111,28893,292.5
242,27986,28586,28657,30386,28961,392.16
241,27883,28483,28974,30283,29029,69.3
245,28409,29009,29078,30809,29097,31.35
231,27164,27764,28049,29564,29165,1417.32
246,28451,29051,29242,30851,29242,0.0
244,28367,28967,29363,30767,29363,0.0
243,28317,28917,29442,30717,29442,0.0
247,28561,29161,29542,30961,29555,16.9
248,28721,29321,29860,31121,29817,52.03
249,29018,29618,29930,31418,29930,0.0
250,29140,29740,30059,31540,30059,0.0
254,29286,29886,30125,31686,30127,3.52
253,29258,29858,30301,31658,30236,120.25
252,29197,29797,30350,31597,30349,1.25
257,29445,30045,30201,31845,30417,313.2
251,29158,29758,30331,31558,30485,217.14
256,29351,29951,30496,31751,30575,120.08
255,29334,29934,30417,31734,30688,295.39
258,29823,30423,30721,32223,30756,48.3
259,29865,30465,30862,32265,30862,0.0
263,30247,30847,31212,32647,31004,245.44
262,30246,30846,31385,32646,31117,337.68
261,30228,30828,31213,32628,31185,50.4
264,30350,30950,31151,32750,31275,193.44
265,30371,30971,31191,32771,31343,224.96
260,29908,30508,30608,32308,31411,1172.38
266,30575,31175,31342,32975,31524,313.04
269,30760,31360,31595,33160,31592,4.47
270,30773,31373,31770,33173,31660,172.7
267,30615,31215,31624,33015,31728,192.4
271,31023,31623,31796,33423,31818,41.58
268,30739,31339,31604,33139,31931,604.95
272,31142,31742,32000,33542,32021,41.37
274,31257,31857,32389,33657,32108,390.59
273,31218,31818,32267,33618,32176,173.81
277,31560,32160,32568,33960,32244,333.72
276,31377,31977,32451,33777,32312,278.0
275,31366,31966,32463,33766,32402,75.03
278,31649,32249,32375,34049,32515,210.0
280,31876,32476,33007,34276,32583,784.4
279,31837,32437,32541,34237,32651,148.5
281,31995,32595,32757,34395,32741,27.2
284,32116,32716,32845,34516,32831,27.02
283,32055,32655,32732,34455,32944,315.88
286,32364,32964,33483,34764,33012,734.76
287,32369,32969,33080,34769,33080,0.0
290,32498,33098,33192,34898,33170,35.64
288,32371,32971,33468,34771,33238,448.5
291,32534,33134,33574,34934,33351,401.4
293,32567,33167,33429,34967,33419,10.0
298,32818,33418,33599,35218,33487,173.6
289,32468,33068,33303,34868,33577,438.4
296,32690,33290,33579,35090,33645,73.92
292,32537,33137,33382,34937,33713,532.91
297,32717,33317,33880,35117,33803,119.35
285,32252,32852,33315,34652,33893,1017.28
295,32651,33251,33662,35051,34006,632.96
299,32953,33553,34015,35353,34074,65.49
282,31997,32597,33000,34397,34142,1678.74
294,32614,33214,33714,35014,34232,559.44
303,33622,34222,34416,36022,34345,129.93
300,33314,33914,34442,35714,34458,17.12
301,33359,33959,34513,35759,34548,55.65
302,33491,34091,34524,35891,34616,153.64
304,34045,34645,35074,36445,34990,133.56
305,34082,34682,35080,36482,35080,0.0
306,34200,34800,35176,36600,35215,58.11
309,34639,35239,35310,37039,35310,0.0
308,34585,35185,35487,36985,35467,31.6
307,34554,35154,35557,36954,35557,0.0
311,34971,35571,35729,37371,35726,4.14
312,34976,35576,35807,37376,35794,22.88
310,34723,35323,35862,37123,35862,0.0
313,35435,36035,36350,37835,36315,57.05
316,35712,36312,36860,38112,36428,639.36
319,35866,36466,36540,38266,36496,57.2
320,35894,36494,36622,38294,36609,17.55
315,35695,36295,36692,38095,36677,16.05
314,35676,36276,36724,38076,36745,34.23
322,36038,36638,36767,38438,36835,69.36
321,36029,36629,36834,38429,36925,139.23
318,35826,36426,36815,38226,37015,264.0
317,35800,36400,36866,38200,37150,479.96
325,36603,37203,37381,39003,37330,57.63
324,36538,37138,37443,38938,37443,0.0
323,36456,37056,37645,38856,37645,0.0
327,37095,37695,37819,39495,37746,135.05
328,37100,37700,37997,39500,37814,325.74
329,37195,37795,37870,39595,37927,80.94
326,36960,37560,37995,39360,37995,0.0
330,37278,37878,37973,39678,38063,126.9
331,37286,37886,38143,39686,38142,1.21
333,37499,38099,38344,39899,38255,95.23
335,37628,38228,38313,40028,38323,19.7
334,37589,38189,38394,39989,38391,3.12
332,37421,38021,38488,39821,38504,24.0
338,37879,38479,38952,40279,38581,589.89
339,37974,38574,38838,40374,38649,279.72
337,37830,38430,38762,40230,38762,0.0
340,38004,38604,38703,40404,38830,160.02
343,38159,38759,38917,40559,38898,24.32
341,38069,38669,38966,40469,38966,0.0
342,38125,38725,39097,40525,39079,21.96
336,37679,38279,38458,40079,39147,689.0
344,38289,38889,39349,40689,39349,0.0
346,38693,39293,39499,41093,39466,60.72
345,38610,39210,39556,41010,39556,0.0
347,38830,39430,39947,41230,39933,22.96
350,39358,39958,40059,41758,40023,69.12
348,38933,39533,40113,41333,40113,0.0
353,39605,40205,40800,42005,40350,819.0
349,39354,39954,40463,41754,40463,0.0
351,39507,40107,40467,41907,40531,96.0
352,39519,40119,40554,41919,40599,65.7
356,39900,40500,40680,42300,40680,0.0
354,39745,40345,40826,42145,40782,83.6
355,39794,40394,40930,42194,40850,117.6
359,40233,40833,41336,42633,40918,526.68
357,40028,40628,41082,42428,41008,96.94
358,40142,40742,41118,42542,41121,3.6
362,40328,40928,41168,42728,41189,24.99
361,40324,40924,41311,42724,41257,60.48
360,40255,40855,41347,42655,41347,0.0
365,40832,41432,41646,43232,41549,99.91
366,40913,41513,41645,43313,41617,29.4
363,40531,41131,41720,42931,41685,35.7
364,40563,41163,41753,42963,41753,0.0
367,40967,41567,41715,43367,41866,160.06
368,41182,41782,42086,43582,41990,165.12
373,41433,42033,42397,43833,42058,650.88
369,41294,41894,42110,43694,42126,21.6
370,41300,41900,42194,43700,42194,0.0
371,41384,41984,42349,43784,42284,77.35
372,41386,41986,42089,43786,42397,372.68
376,41769,42369,42605,44169,42488,187.2
375,41603,42203,42573,44003,42556,32.64
374,41447,42047,42497,43847,42624,163.83
377,41874,42474,42751,44274,42714,37.74
378,41904,42504,42956,44304,42827,212.85
379,41922,42522,42857,44322,42917,93.6
382,42013,42613,42900,44413,42985,132.6
380,41929,42529,43072,44329,43053,22.61
386,42229,42829,43131,44629,43166,59.5
384,42182,42782,43031,44582,43234,290.29
383,42146,42746,42869,44546,43302,545.58
385,42185,42785,43357,44585,43370,18.46
390,42576,43176,43426,44976,43438,22.92
387,42316,42916,43437,44716,43551,150.48
389,42465,43065,43632,44865,43632,0.0
391,42976,43576,43814,45376,43786,32.76
392,43084,43684,43854,45484,43854,0.0
381,41994,42594,42737,44394,43922,1682.7
394,43263,43863,43926,45663,43990,90.24
388,42335,42935,43030,44735,44058,1860.68
395,43435,44035,44135,45835,44135,0.0
397,43517,44117,44382,45917,44292,168.3
396,43497,44097,44463,45897,44405,106.72
398,43640,44240,44447,46040,44495,81.6
393,43262,43862,44395,45662,44563,221.76
400,43916,44516,44638,46316,44638,0.0
399,43764,44364,44519,46164,44706,276.76
401,44137,44737,45181,46537,45148,62.04
402,44389,44989,45407,46789,45216,341.89
403,44626,45226,45653,47026,45284,726.93
404,44631,45231,45619,47031,45397,241.98
406,44764,45364,45434,47164,45465,47.12
409,44824,45424,45865,47224,45555,502.2
408,44813,45413,45613,47213,45623,18.4
410,44853,45453,45638,47253,45691,63.07
405,44736,45336,45762,47136,45759,4.26
413,45185,45785,45849,47585,45849,0.0
407,44794,45394,45926,47194,45921,8.75
412,45010,45610,45989,47410,45989,0.0
411,45007,45607,45758,47407,46079,391.62
415,45477,46077,46441,47877,46147,552.72
414,45431,46031,46561,47831,46215,633.18
418,45657,46257,46353,48057,46283,119.0
416,45596,46196,46380,47996,46373,7.42
419,45663,46263,46387,48063,46463,81.32
417,45647,46247,46592,48047,46553,58.89
420,45738,46338,46719,48138,46643,145.16
421,45771,46371,46756,48171,46756,0.0
422,45834,46434,46701,48234,46846,265.35
423,45886,46486,46621,48286,46914,489.31
424,46204,46804,46958,48604,47027,121.44
425,46251,46851,46919,48651,47095,202.4
426,46303,46903,47140,48703,47185,49.95
428,46583,47183,47343,48983,47343,0.0
427,46327,46927,47052,48727,47411,448.75
431,46850,47450,47516,49250,47516,0.0
429,46724,47324,47640,49124,47640,0.0
432,46957,47557,47824,49357,47741,115.37
433,47032,47632,48199,49432,47809,526.5
430,46787,47387,47848,49187,47899,63.75
435,47211,47811,48022,49611,48012,13.6
438,47354,47954,48079,49754,48080,1.89
436,47260,47860,48154,49660,48170,16.8
442,47564,48164,48227,49964,48283,76.16
440,47412,48012,48312,49812,48351,68.25
441,47487,48087,48421,49887,48419,3.94
437,47323,47923,48461,49723,48487,29.12
434,47210,47810,48283,49610,48555,280.16
439,47375,47975,48293,49775,48623,561.0
445,48267,48867,48943,50667,48943,0.0
443,47983,48583,49073,50383,49073,0.0
447,48591,49191,49332,50991,49191,195.99
444,48224,48824,49289,50624,49304,27.3
446,48544,49144,49416,50944,49416,0.0
448,48651,49251,49417,51051,49506,124.6
450,49035,49635,49709,51435,49709,0.0
449,48855,49455,49891,51255,49891,0.0
452,49433,50033,50325,51833,50325,0.0
451,49393,49993,50439,51793,50439,0.0
453,49487,50087,50442,51887,50507,107.25
456,49849,50449,50603,52249,50620,29.92
454,49759,50359,50724,52159,50723,1.4
457,49993,50593,50791,52393,50791,0.0
458,50006,50606,50790,52406,50859,112.47
455,49760,50360,50911,52160,50994,151.89
459,50263,50863,51112,52663,51112,0.0
460,50360,50960,51523,52760,51275,285.2
462,50496,51096,51384,52896,51365,34.39
463,50555,51155,51469,52955,51433,64.44
461,50464,51064,51507,52864,51501,7.74
466,50883,51483,51569,53283,51569,0.0
467,50963,51563,51644,53363,51682,52.82
464,50623,51223,51750,53023,51750,0.0
465,50807,51407,51777,53207,51840,73.71
468,51086,51686,51873,53486,51930,70.68
470,51307,51907,52011,53707,52020,12.96
469,51249,51849,52109,53649,52110,1.85
472,51675,52275,52602,54075,52514,145.2
474,51788,52388,52687,54188,52604,125.33
471,51598,52198,52694,53998,52694,0.0
473,51749,52349,52734,54149,52807,126.29
475,51804,52404,52672,54204,52875,239.54
476,51994,52594,52661,54394,52943,451.2
477,52065,52665,52768,54465,53033,315.35
483,52538,53138,53221,54938,53221,0.0
478,52210,52810,53287,54610,53289,2.02
480,52362,52962,53362,54762,53357,8.05
479,52280,52880,53385,54680,53447,90.52
482,52525,53125,53357,54925,53515,158.0
481,52469,53069,53634,54869,53632,2.86
485,52980,53580,53697,55380,53700,3.69
487,53025,53625,53768,55425,53768,0.0
486,52998,53598,54112,55398,53868,270.84
484,52969,53569,53958,55369,53958,0.0
494,53321,53921,54169,55721,54091,151.32
488,53055,53655,54159,55455,54159,0.0
489,53136,53736,54131,55536,54227,120.0
493,53282,53882,54373,55682,54362,14.19
492,53246,53846,54167,55646,54430,270.89
498,53701,54301,54416,56101,54498,82.0
491,53235,53835,54403,55635,54566,247.76
495,53586,54186,54699,55986,54699,0.0
499,53983,54583,54788,56383,54767,22.26
496,53604,54204,54769,56004,54857,106.48
490,53192,53792,54332,55592,54925,717.53
497,53636,54236,54734,56036,55038,592.8
