Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
55,6472,7072,7386,8872,7386.0,0.0
56,6608,7208,7542,9008,7503.0,70.98
57,6940,7540,8059,9340,7571.0,614.88
58,7057,7657,7839,9457,7661.0,352.44
60,7113,7713,8162,9513,7751.0,727.47
61,7135,7735,8317,9535,7841.0,866.32
62,7216,7816,7970,9616,7954.0,27.84
65,7283,7883,8039,9683,8022.0,20.06
59,7059,7659,8070,9459,8090.0,27.0
67,7433,8033,8101,9833,8158.0,74.1
63,7223,7823,7907,9623,8226.0,322.19
64,7230,7830,8348,9630,8294.0,61.02
69,7548,8148,8406,9948,8384.0,32.12
68,7472,8072,8437,9872,8452.0,26.7
71,7765,8365,8452,10165,8520.0,136.0
66,7341,7941,8541,9741,8588.0,87.89
72,7803,8403,8551,10203,8701.0,163.5
77,8092,8692,8803,10492,8769.0,66.3
78,8180,8780,8891,10580,8859.0,44.16
75,7976,8576,8939,10376,8927.0,22.44
73,7886,8486,8955,10286,9017.0,114.08
74,7934,8534,9089,10334,9107.0,28.8
76,8030,8630,9169,10430,9242.0,124.83
80,8390,8990,9271,10790,9310.0,77.61
81,8404,9004,9362,10804,9378.0,27.36
70,7669,8269,8733,10069,9468.0,823.2
79,8311,8911,9231,10711,9558.0,356.43
82,8705,9305,9722,11105,9722.0,0.0
83,9305,9905,9997,11705,9997.0,0.0
84,9375,9975,10252,11775,10252.0,0.0
85,10188,10788,10995,12588,10995.0,0.0
86,10204,10804,11104,12604,11108.0,5.72
88,10529,11129,11523,12929,11445.0,78.78
87,10529,11129,11513,12929,11513.0,0.0
89,10827,11427,12019,13227,12019.0,0.0
90,10957,11557,12133,13357,12133.0,0.0
94,11782,12382,12469,14182,12382.0,105.27
91,11303,11903,12432,13703,12450.0,34.02
92,11411,12011,12515,13811,12518.0,5.61
93,11623,12223,12599,14023,12653.0,88.56
95,12064,12664,12909,14464,12909.0,0.0
96,12352,12952,13309,14752,13084.0,366.75
97,12369,12969,13203,14769,13152.0,87.21
101,12608,13208,13611,15008,13220.0,410.55
98,12509,13109,13483,14909,13310.0,337.35
99,12577,13177,13617,14977,13423.0,296.82
102,12655,13255,13502,15055,13491.0,21.67
100,12596,13196,13547,14996,13559.0,23.52
104,12861,13461,13809,15261,13627.0,182.0
103,12856,13456,13745,15256,13695.0,74.5
105,12932,13532,13837,15332,13808.0,35.67
108,13026,13626,13833,15426,13876.0,50.31
107,13003,13603,13963,15403,13944.0,20.14
109,13173,13773,13863,15573,14012.0,202.64
110,13381,13981,14089,15781,14125.0,44.64
106,12962,13562,14155,15362,14193.0,48.64
113,13523,14123,14307,15923,14307.0,0.0
111,13439,14039,14363,15839,14375.0,15.12
112,13463,14063,14606,15863,14504.0,126.48
116,13953,14553,14693,16353,14572.0,124.63
115,13860,14460,14949,16260,14685.0,314.16
114,13857,14457,14907,16257,14753.0,198.66
117,14019,14619,14931,16419,14821.0,191.4
121,14169,14769,14902,16569,14889.0,13.52
120,14149,14749,14987,16549,14979.0,8.24
119,14098,14698,15008,16498,15069.0,86.62
118,14082,14682,15139,16482,15159.0,22.2
122,14352,14952,15264,16752,15294.0,45.0
123,14652,15252,15448,17052,15448.0,0.0
124,14754,15354,15569,17154,15539.0,32.4
125,14777,15377,15629,17177,15629.0,0.0
126,14913,15513,15739,17313,15722.0,23.97
127,15082,15682,15812,17482,15812.0,0.0
128,15195,15795,15868,17595,15902.0,59.16
131,15413,16013,16238,17813,16238.0,0.0
132,15443,16043,16404,17843,16404.0,0.0
129,15323,15923,16504,17723,16504.0,0.0
130,15349,15949,16510,17749,16617.0,111.28
133,16049,16649,17142,18449,16973.0,206.18
134,16084,16684,17151,18484,17041.0,139.7
137,16420,17020,17109,18820,17109.0,0.0
135,16234,16834,17173,18634,17199.0,46.28
136,16240,16840,17311,18640,17289.0,22.44
138,16477,17077,17170,18877,17379.0,246.62
139,16728,17328,17514,19128,17514.0,0.0
140,16777,17377,17668,19177,17668.0,0.0
141,16897,17497,18088,19297,18088.0,0.0
142,17289,17889,18468,19689,18468.0,0.0
143,17510,18110,18625,19910,18625.0,0.0
144,17842,18442,18697,20242,18697.0,0.0
145,17881,18481,18809,20281,18787.0,23.76
146,17912,18512,18837,20312,18877.0,48.0
149,18415,19015,19122,20815,19122.0,0.0
147,18339,18939,19199,20739,19199.0,0.0
148,18350,18950,19331,20750,19331.0,0.0
